Scenario,Feature Combo,Model,Channel,Precision,Recall,F1 Score,Accuracy
Healthy vs Patient,Frequency,Random Forest,18,0.7128205128205128,0.7222222222222222,0.7151515151515153,0.7222222222222222
Healthy vs Patient,Frequency,XGBoost,18,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Healthy vs AD,Frequency,Random Forest,0,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs AD,Frequency,XGBoost,0,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,1,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency,XGBoost,1,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs AD,Frequency,Random Forest,2,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,XGBoost,2,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,3,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs AD,Frequency,XGBoost,3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs AD,Frequency,Random Forest,4,0.7192307692307693,0.6923076923076923,0.6886446886446886,0.6923076923076923
Healthy vs AD,Frequency,XGBoost,4,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs AD,Frequency,Random Forest,5,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384
Healthy vs AD,Frequency,XGBoost,5,0.4538461538461539,0.46153846153846156,0.455011655011655,0.46153846153846156
Healthy vs AD,Frequency,Random Forest,6,0.6307692307692307,0.6153846153846154,0.5852187028657616,0.6153846153846154
Healthy vs AD,Frequency,XGBoost,6,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,7,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,XGBoost,7,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency,Random Forest,8,0.4538461538461539,0.46153846153846156,0.455011655011655,0.46153846153846156
Healthy vs AD,Frequency,XGBoost,8,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs AD,Frequency,Random Forest,9,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs AD,Frequency,XGBoost,9,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs AD,Frequency,Random Forest,10,0.804195804195804,0.6923076923076923,0.6495726495726496,0.6923076923076923
Healthy vs AD,Frequency,XGBoost,10,0.7051282051282051,0.6923076923076923,0.6807692307692308,0.6923076923076923
Healthy vs AD,Frequency,Random Forest,11,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs AD,Frequency,XGBoost,11,0.7756410256410257,0.6153846153846154,0.5286292654713708,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,12,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs AD,Frequency,XGBoost,12,0.8384615384615384,0.7692307692307693,0.7511312217194571,0.7692307692307693
Healthy vs AD,Frequency,Random Forest,13,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,XGBoost,13,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs AD,Frequency,Random Forest,14,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,XGBoost,14,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,15,0.7730769230769231,0.7692307692307693,0.7664335664335665,0.7692307692307693
Healthy vs AD,Frequency,XGBoost,15,0.6134615384615384,0.6153846153846154,0.6107226107226107,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,16,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Healthy vs AD,Frequency,XGBoost,16,0.6227106227106227,0.6153846153846154,0.6153846153846154,0.6153846153846154
Healthy vs AD,Frequency,Random Forest,17,0.5244755244755245,0.5384615384615384,0.47435897435897434,0.5384615384615384
Healthy vs AD,Frequency,XGBoost,17,0.5244755244755245,0.5384615384615384,0.47435897435897434,0.5384615384615384
Healthy vs AD,Frequency,Random Forest,18,0.5299145299145299,0.5384615384615384,0.5211538461538462,0.5384615384615384
Healthy vs AD,Frequency,XGBoost,18,0.4230769230769231,0.46153846153846156,0.4193061840120664,0.46153846153846156
Healthy vs FTD,Frequency,Random Forest,0,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Frequency,XGBoost,0,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
Healthy vs FTD,Frequency,Random Forest,1,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
Healthy vs FTD,Frequency,XGBoost,1,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,2,0.4242424242424242,0.45454545454545453,0.4253246753246753,0.45454545454545453
Healthy vs FTD,Frequency,XGBoost,2,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,3,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Frequency,XGBoost,3,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727
Healthy vs FTD,Frequency,Random Forest,4,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
Healthy vs FTD,Frequency,XGBoost,4,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,5,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Frequency,XGBoost,5,0.46753246753246747,0.45454545454545453,0.4454545454545455,0.45454545454545453
Healthy vs FTD,Frequency,Random Forest,6,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,XGBoost,6,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,7,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Frequency,XGBoost,7,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Frequency,Random Forest,8,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Frequency,XGBoost,8,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,9,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Frequency,XGBoost,9,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Frequency,Random Forest,10,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
Healthy vs FTD,Frequency,XGBoost,10,0.7305194805194805,0.7272727272727273,0.7226107226107227,0.7272727272727273
Healthy vs FTD,Frequency,Random Forest,11,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Frequency,XGBoost,11,0.6688311688311688,0.6363636363636364,0.6303030303030303,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,12,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,XGBoost,12,0.8701298701298701,0.8181818181818182,0.8151515151515153,0.8181818181818182
Healthy vs FTD,Frequency,Random Forest,13,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Frequency,XGBoost,13,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,14,0.3474025974025974,0.36363636363636365,0.35275835275835277,0.36363636363636365
Healthy vs FTD,Frequency,XGBoost,14,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Frequency,Random Forest,15,0.5545454545454546,0.5454545454545454,0.5454545454545454,0.5454545454545454
Healthy vs FTD,Frequency,XGBoost,15,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453
Healthy vs FTD,Frequency,Random Forest,16,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Frequency,XGBoost,16,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,17,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Frequency,XGBoost,17,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364
Healthy vs FTD,Frequency,Random Forest,18,0.538961038961039,0.5454545454545454,0.5376845376845377,0.5454545454545454
Healthy vs FTD,Frequency,XGBoost,18,0.6439393939393939,0.6363636363636364,0.6168831168831169,0.6363636363636364
AD vs FTD,Frequency,Random Forest,0,0.3958333333333333,0.4166666666666667,0.40370370370370373,0.4166666666666667
AD vs FTD,Frequency,XGBoost,0,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
AD vs FTD,Frequency,Random Forest,1,0.5,0.5,0.5,0.5
AD vs FTD,Frequency,XGBoost,1,0.4479166666666667,0.4166666666666667,0.40442890442890445,0.4166666666666667
AD vs FTD,Frequency,Random Forest,2,0.25925925925925924,0.3333333333333333,0.2916666666666667,0.3333333333333333
AD vs FTD,Frequency,XGBoost,2,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,Random Forest,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
AD vs FTD,Frequency,XGBoost,3,0.5285714285714286,0.5,0.5,0.5
AD vs FTD,Frequency,Random Forest,4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
AD vs FTD,Frequency,XGBoost,4,0.763888888888889,0.75,0.7517482517482518,0.75
AD vs FTD,Frequency,Random Forest,5,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Frequency,XGBoost,5,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,Random Forest,6,0.5972222222222222,0.5833333333333334,0.5862470862470862,0.5833333333333334
AD vs FTD,Frequency,XGBoost,6,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Frequency,Random Forest,7,0.21875,0.25,0.23333333333333336,0.25
AD vs FTD,Frequency,XGBoost,7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
AD vs FTD,Frequency,Random Forest,8,0.34027777777777785,0.5833333333333334,0.4298245614035088,0.5833333333333334
AD vs FTD,Frequency,XGBoost,8,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,Random Forest,9,0.8703703703703703,0.8333333333333334,0.8229166666666666,0.8333333333333334
AD vs FTD,Frequency,XGBoost,9,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Frequency,Random Forest,10,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Frequency,XGBoost,10,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
AD vs FTD,Frequency,Random Forest,11,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
AD vs FTD,Frequency,XGBoost,11,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,Random Forest,12,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,XGBoost,12,0.2916666666666667,0.4166666666666667,0.34313725490196084,0.4166666666666667
AD vs FTD,Frequency,Random Forest,13,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
AD vs FTD,Frequency,XGBoost,13,0.5583333333333333,0.5833333333333334,0.530812324929972,0.5833333333333334
AD vs FTD,Frequency,Random Forest,14,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,XGBoost,14,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,Random Forest,15,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Frequency,XGBoost,15,0.7878787878787877,0.6666666666666666,0.5925925925925926,0.6666666666666666
AD vs FTD,Frequency,Random Forest,16,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
AD vs FTD,Frequency,XGBoost,16,0.75,0.75,0.7444444444444445,0.75
AD vs FTD,Frequency,Random Forest,17,0.46296296296296297,0.5,0.46875,0.5
AD vs FTD,Frequency,XGBoost,17,0.5729166666666666,0.5833333333333334,0.5740740740740741,0.5833333333333334
AD vs FTD,Frequency,Random Forest,18,0.5,0.5,0.5,0.5
AD vs FTD,Frequency,XGBoost,18,0.75,0.75,0.7444444444444445,0.75
AD Male vs Female,Frequency,Random Forest,0,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency,XGBoost,0,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,1,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,1,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,2,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,2,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,3,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,3,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,4,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,4,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,5,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency,XGBoost,5,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency,Random Forest,6,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,6,0.5666666666666667,0.5,0.5,0.5
AD Male vs Female,Frequency,Random Forest,7,0.75,0.75,0.75,0.75
AD Male vs Female,Frequency,XGBoost,7,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,8,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,8,0.65625,0.625,0.6309523809523809,0.625
AD Male vs Female,Frequency,Random Forest,9,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,9,0.65625,0.625,0.6309523809523809,0.625
AD Male vs Female,Frequency,Random Forest,10,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,10,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency,Random Forest,11,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,11,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,12,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,12,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,13,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,13,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,14,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,14,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,15,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency,XGBoost,15,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,Random Forest,16,0.40625,0.375,0.38492063492063494,0.375
AD Male vs Female,Frequency,XGBoost,16,0.40625,0.375,0.38492063492063494,0.375
AD Male vs Female,Frequency,Random Forest,17,0.5,0.5,0.5,0.5
AD Male vs Female,Frequency,XGBoost,17,0.40625,0.375,0.38492063492063494,0.375
AD Male vs Female,Frequency,Random Forest,18,0.6041666666666666,0.625,0.6045454545454546,0.625
AD Male vs Female,Frequency,XGBoost,18,0.6041666666666666,0.625,0.6045454545454546,0.625
FTD Male vs Female,Frequency,Random Forest,0,1.0,1.0,1.0,1.0
FTD Male vs Female,Frequency,XGBoost,0,0.16,0.4,0.22857142857142856,0.4
FTD Male vs Female,Frequency,Random Forest,1,1.0,1.0,1.0,1.0
FTD Male vs Female,Frequency,XGBoost,1,0.16,0.4,0.22857142857142856,0.4
FTD Male vs Female,Frequency,Random Forest,2,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,XGBoost,2,0.1,0.2,0.13333333333333333,0.2
FTD Male vs Female,Frequency,Random Forest,3,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency,XGBoost,3,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency,Random Forest,4,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,XGBoost,4,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency,Random Forest,5,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Frequency,XGBoost,5,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,Random Forest,6,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency,XGBoost,6,0.16,0.4,0.22857142857142856,0.4
FTD Male vs Female,Frequency,Random Forest,7,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency,XGBoost,7,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Frequency,Random Forest,8,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency,XGBoost,8,0.1,0.2,0.13333333333333333,0.2
FTD Male vs Female,Frequency,Random Forest,9,0.16,0.4,0.22857142857142856,0.4
FTD Male vs Female,Frequency,XGBoost,9,0.1,0.2,0.13333333333333333,0.2
FTD Male vs Female,Frequency,Random Forest,10,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,XGBoost,10,0.8,0.6,0.5666666666666667,0.6
FTD Male vs Female,Frequency,Random Forest,11,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,XGBoost,11,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency,Random Forest,12,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency,XGBoost,12,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency,Random Forest,13,1.0,1.0,1.0,1.0
FTD Male vs Female,Frequency,XGBoost,13,0.85,0.8,0.7809523809523808,0.8
FTD Male vs Female,Frequency,Random Forest,14,0.4333333333333333,0.4,0.4,0.4
FTD Male vs Female,Frequency,XGBoost,14,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency,Random Forest,15,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,XGBoost,15,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency,Random Forest,16,0.6,0.6,0.6,0.6
FTD Male vs Female,Frequency,XGBoost,16,0.16,0.4,0.22857142857142856,0.4
FTD Male vs Female,Frequency,Random Forest,17,1.0,1.0,1.0,1.0
FTD Male vs Female,Frequency,XGBoost,17,1.0,1.0,1.0,1.0
FTD Male vs Female,Frequency,Random Forest,18,0.8666666666666666,0.8,0.8,0.8
FTD Male vs Female,Frequency,XGBoost,18,0.8,0.6,0.5666666666666667,0.6
Healthy vs Patient,Graph_MI,Random Forest,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Graph_MI,XGBoost,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Healthy vs Patient,Graph_MI,Random Forest,1,0.43137254901960786,0.6111111111111112,0.5057471264367815,0.6111111111111112
Healthy vs Patient,Graph_MI,XGBoost,1,0.5555555555555556,0.6111111111111112,0.5679012345679013,0.6111111111111112
Healthy vs Patient,Graph_MI,Random Forest,2,0.625,0.6666666666666666,0.6071428571428572,0.6666666666666666
Healthy vs Patient,Graph_MI,XGBoost,2,0.5948717948717949,0.6111111111111112,0.6012121212121212,0.6111111111111112
Healthy vs Patient,Graph_MI,Random Forest,3,0.4444444444444444,0.6666666666666666,0.5333333333333334,0.6666666666666666
